TV,Radio,Social Media,Influencer,Sales,Investimento,Rentabilidade
55000000.0,20835036.38,3654609.9,Mega,199521595.9,79489646.28,251.0
28000000.0,8907131.62,3911819.52,Nano,101311657.4,40818951.14,248.2
58000000.0,20924880.55,6059807.43,Micro,207310640.6,84984687.98,243.94
44000000.0,8447034.2,1086840.26,Mega,164238952.0,53533874.46,306.79
74000000.0,23420129.89,2281383.03,Nano,262598644.9,99701512.92,263.38
49000000.0,15610221.41,3431273.75,Mega,175962854.7,68041495.16,258.61
17000000.0,1619102.71,2938538.28,Macro,57900891.01,21557640.99,268.59
92000000.0,27074327.84,7765014.25,Micro,326682205.3,126839342.09,257.56
45000000.0,12224536.23,6078835.06,Nano,159171002.0,63303371.29,251.44
40000000.0,20135392.46,4956791.32,Micro,142743799.6,65092183.78,219.29
49000000.0,13856872.12,150053.36,Nano,173756496.9,63006925.48,275.77
89000000.0,34723548.63,6137642.55,Macro,315234446.8,129861191.18,242.75
67000000.0,28631172.45,9072549.07,Mega,238419765.6,104703721.53,227.71
40000000.0,18810429.73,847597.29,Macro,139870743.9,59658027.02,234.45
88000000.0,20583130.89,3181661.6,Macro,312271322.8,111764792.49,279.4
14000000.0,6082044.89,1154432.11,Nano,49044900.98,21236477.0,230.95
42000000.0,6180146.18,1886427.52,Micro,145265807.4,50066573.71,290.15
38000000.0,12905769.54,90806.24,Micro,136244520.7,50996575.78,267.16
56000000.0,12978563.08,1005704.3,Macro,204376412.8,69984267.38,292.03
55000000.0,15766977.75,3123576.48,Nano,197731273.9,73890554.23,267.6
84000000.0,27645230.2,5916649.65,Nano,300924188.9,117561879.85,255.97
85000000.0,30354647.77,7753122.79,Micro,305612060.8,123107770.56,248.25
67000000.0,25582805.93,4020770.89,Macro,238603070.4,96603576.82,246.99
17000000.0,7197847.03,1394325.61,Nano,59495159.43,25592172.63,232.47
22000000.0,15126465.96,3792188.11,Nano,86803956.04,40918654.07,212.14
10000000.0,5040121.6,704360.75,Mega,36860561.47,15744482.35,234.12
96000000.0,27252912.38,3938099.22,Nano,341912415.1,127191011.6,268.82
39000000.0,14378565.72,241241.21,Macro,141112005.7,53619806.93,263.17
64000000.0,22816915.05,6280742.01,Micro,226590170.4,93097657.06,243.39
60000000.0,13098532.45,5210825.94,Micro,215583359.2,78309358.39,275.3
55000000.0,12370949.13,918581.51,Micro,194628781.6,68289530.64,285.01
57000000.0,23742418.23,2585252.42,Micro,206479829.8,83327670.65,247.79
56000000.0,11221703.96,1626544.31,Macro,200347425.0,68848248.27,291.0
45000000.0,14178013.27,3769634.35,Mega,158539385.1,62947647.62,251.86
12000000.0,6636054.36,838317.45,Micro,43428257.66,19474371.8,223.0
20000000.0,345730.89,787325.15,Micro,71318648.82,21133056.04,337.47
92000000.0,26866265.42,5435402.21,Micro,328443793.8,124301667.63,264.23
22000000.0,4477489.77,1528469.34,Nano,71645594.08,28005959.11,255.82
70000000.0,22858244.94,6146319.12,Macro,248050623.6,99004564.06,250.54
58000000.0,16776502.01,471002.11,Nano,210880927.0,75247504.12,280.25
46000000.0,15502556.33,4694884.84,Macro,161782638.4,66197441.17,244.39
43000000.0,15513076.79,1626380.16,Mega,155041237.4,60139456.95,257.8
63000000.0,22176568.35,7680731.93,Macro,223423650.3,92857300.28,240.61
47000000.0,9961821.71,4068030.76,Macro,164214738.0,61029852.48,269.07
65000000.0,22063402.43,3577571.81,Micro,229252238.8,90640974.24,252.92
49000000.0,8208255.18,4305739.08,Mega,172960982.0,61513994.27,281.17
15000000.0,8592103.0,4880310.78,Mega,54884919.43,28472413.77,192.77
27000000.0,9406938.29,4527243.5,Micro,96751226.32,40934181.79,236.36
86000000.0,20662693.54,2867545.08,Macro,312434008.2,109530238.62,285.25
98000000.0,34220112.88,4474838.37,Mega,350727525.2,136694951.25,256.58
24000000.0,5117508.65,2209701.44,Mega,83751482.25,31327210.09,267.34
13000000.0,4782495.24,1413944.99,Micro,46901979.79,19196440.23,244.33
16000000.0,2075971.43,1435039.0,Micro,52415119.2,19511010.43,268.64
23000000.0,12057164.95,1448221.33,Mega,84120208.78,36505386.28,230.43
43000000.0,14743158.16,5086102.81,Micro,152601882.2,62829260.97,242.88
71000000.0,26231455.93,3893304.56,Nano,252853727.1,101124760.49,250.04
18000000.0,1056114.84,748769.31,Micro,62498079.61,19804884.15,315.57
95000000.0,35168121.38,6795153.99,Mega,345003032.8,136963275.37,251.89
74000000.0,28117002.6,5894168.88,Micro,260181048.7,108011171.48,240.88
85000000.0,32270826.77,1256186.66,Nano,300048674.8,118527013.42,253.15
27000000.0,8643650.06,3579154.09,Mega,99479876.0,39222804.15,253.63
24000000.0,848264.48,1592571.77,Nano,83771567.83,26440836.25,316.83
64000000.0,14604646.47,1769477.14,Nano,220304746.0,80374123.61,274.1
40000000.0,10487450.64,2202956.94,Micro,142612702.6,52690407.58,270.66
63000000.0,17987937.1,3817063.18,Micro,222909623.8,84805000.28,262.85
36000000.0,17033551.73,4427632.71,Macro,130996083.2,57461184.44,227.97
24000000.0,894522.05,1024989.24,Micro,85811647.73,25919511.29,331.07
80000000.0,25704761.51,2284896.58,Mega,281541458.5,107989658.09,260.71
39000000.0,17297122.91,2141646.32,Nano,135364395.8,58438769.23,231.63
14000000.0,3443825.41,82932.61,Mega,52360977.5,17526758.02,298.75
75000000.0,32438617.6,4859321.81,Micro,269533608.8,112297939.41,240.02
37000000.0,6128436.6,1455540.16,Mega,130217270.2,44583976.75,292.07
38000000.0,17843122.18,2009779.49,Micro,130370881.4,57852901.67,225.35
12000000.0,6233073.59,3695362.56,Macro,45074834.38,21928436.14,205.55
80000000.0,26196524.82,5181134.49,Mega,286770110.2,111377659.31,257.48
91000000.0,24925551.48,4999090.74,Mega,322301435.9,120924642.22,266.53
27000000.0,14944110.52,1452690.81,Nano,98652621.8,43396801.33,227.33
75000000.0,23680415.23,3618129.75,Micro,266369033.8,102298544.98,260.38
41000000.0,19969572.06,4491042.64,Nano,148258636.3,65460614.7,226.49
20000000.0,6870163.58,5127572.52,Nano,69697819.48,31997736.09,217.82
11000000.0,11853939.49,3008452.99,Macro,37706529.04,25862392.48,145.8
67000000.0,18140527.59,1952495.59,Mega,239170888.1,87093023.18,274.62
82000000.0,31185860.55,7488026.79,Mega,291314666.0,120673887.34,241.41
46000000.0,14392378.42,1240397.09,Micro,162900144.8,61632775.51,264.31
67000000.0,15962301.99,4823873.22,Mega,235938761.2,87786175.21,268.77
21000000.0,8228726.38,1595727.73,Mega,72916446.72,30824454.11,236.55
48000000.0,15839639.77,5286098.27,Mega,170448633.1,69125738.04,246.58
36000000.0,8338703.11,1453637.58,Mega,133270191.8,45792340.69,291.03
95000000.0,26723535.86,3600530.08,Mega,333922515.6,125324065.94,266.45
73000000.0,23512626.47,5371989.65,Micro,265896636.2,101884616.12,260.98
64000000.0,10702999.62,2756141.18,Macro,231734870.7,77459140.8,299.17
25000000.0,7100091.53,1593693.2,Macro,89810155.62,33693784.73,266.55
42000000.0,6409452.08,3618963.82,Mega,144051500.4,52028415.9,276.87
47000000.0,17549135.06,3593249.6,Nano,166124098.8,68142384.66,243.79
81000000.0,27013926.48,4050401.7,Macro,284788716.4,112064328.18,254.13
37000000.0,7753853.24,646902.08,Nano,128577539.5,45400755.33,283.21
43000000.0,22074964.65,3662349.02,Mega,153064909.7,68737313.67,222.68
64000000.0,18106142.93,3746012.1,Mega,222341927.5,85852155.03,258.98
50000000.0,24234279.9,3802225.3,Nano,172796815.4,78036505.2,221.43
85000000.0,17928147.65,2125619.7,Mega,305383280.7,105053767.35,290.69
37000000.0,14826088.99,5056452.87,Mega,133966500.6,56882541.85,235.51
87000000.0,36781448.12,5944544.97,Micro,310006466.5,129725993.09,238.97
94000000.0,39221198.38,10420852.88,Mega,336888405.3,143642051.26,234.53
88000000.0,28328119.78,2466925.5,Nano,313048266.7,118795045.28,263.52
10000000.0,2298248.11,2435478.08,Mega,33591448.25,14733726.19,227.99
24000000.0,14684115.91,975862.76,Micro,87865030.1,39659978.67,221.55
38000000.0,11250136.04,3183199.28,Micro,134587114.4,52433335.32,256.68
99000000.0,38263671.94,3918182.85,Mega,348837593.0,141181854.79,247.08
33000000.0,22703382.07,2302985.63,Mega,118874048.9,58006367.7,204.93
57000000.0,24073762.87,3314484.22,Mega,208183392.7,84388247.09,246.7
72000000.0,14317310.74,1755859.45,Mega,256170561.3,88073170.19,290.86
29000000.0,11922707.13,6033385.74,Nano,103874413.9,46956092.87,221.22
40000000.0,21842972.47,4621465.77,Micro,147424587.5,66464438.24,221.81
17000000.0,5002416.95,3007187.27,Micro,59243601.12,25009604.22,236.88
96000000.0,33166914.87,4802682.59,Mega,345054354.0,133969597.46,257.56
46000000.0,17921297.15,2374454.1,Nano,167475666.3,66295751.25,252.62
57000000.0,17265530.01,3183217.52,Mega,205651697.2,77448747.53,265.53
36000000.0,16016644.19,2893217.34,Nano,126177634.3,54909861.53,229.79
42000000.0,9457616.91,1857779.7,Macro,150882739.5,53315396.61,283.0
90000000.0,29096897.2,6041618.33,Macro,322836332.6,125138515.53,257.98
18000000.0,8254893.87,3241749.26,Macro,62388687.98,29496643.13,211.51
51000000.0,20695901.76,7122475.6,Nano,179782486.0,78818377.36,228.1
28000000.0,15027990.04,2260928.45,Nano,94771426.22,45288918.49,209.26
44000000.0,11909498.64,3863594.66,Mega,152220027.2,59773093.3,254.66
18000000.0,544774.76,584802.08,Micro,61928421.66,19129576.84,323.73
38000000.0,12068425.73,851563.22,Macro,133295226.9,50919988.95,261.77
65000000.0,18470265.86,3450908.23,Macro,230445232.2,86921174.09,265.12
33000000.0,13380023.48,5391596.38,Macro,113680708.3,51771619.86,219.58
74000000.0,25855261.44,5046778.1,Macro,260979013.8,104902039.54,248.78
21000000.0,4981465.89,3017010.07,Nano,75362154.56,28998475.96,259.88
74000000.0,29345502.53,3295645.31,Nano,262012440.4,106641147.84,245.7
40000000.0,10838219.68,3212553.05,Macro,143382086.2,54050772.73,265.27
94000000.0,30972747.26,3950369.3,Macro,336602300.6,128923116.56,261.09
75000000.0,24569621.98,3306948.84,Micro,261289447.0,102876570.82,253.98
61000000.0,18976898.84,2309437.07,Mega,215391354.3,82286335.91,261.76
92000000.0,35311859.33,5238633.5,Nano,329031199.3,132550492.83,248.23
99000000.0,33899272.06,7955180.6,Macro,352899956.7,140854452.66,250.54
68000000.0,26214744.69,5257853.5,Micro,237886004.0,99472598.19,239.15
42000000.0,19995604.62,4136097.69,Macro,145734699.3,66131702.31,220.37
63000000.0,16529488.01,3351418.58,Micro,223695061.9,82880906.59,269.9
75000000.0,28808844.54,6731945.89,Mega,268791677.0,110540790.43,243.16
15000000.0,17878528.19,6684451.45,Macro,50735598.98,39562979.64,128.24
49000000.0,21105668.79,7209661.75,Mega,170045739.9,77315330.54,219.94
66000000.0,18927353.37,7016310.11,Nano,232620534.5,91943663.48,253.0
31000000.0,6900105.05,742398.9,Nano,111826883.7,38642503.95,289.39
56000000.0,20745985.2,4241658.95,Macro,202986193.4,80987644.15,250.64
54000000.0,20111775.12,3804180.28,Micro,194129171.3,77915955.4,249.15
60000000.0,12234063.16,1659737.6,Micro,214191754.1,73893800.76,289.86
35000000.0,5121271.55,875164.96,Mega,122823658.6,40996436.51,299.6
50000000.0,8412303.49,3642783.79,Micro,177128395.1,62055087.29,285.44
37000000.0,14428983.33,246283.39,Macro,131292090.0,51675266.72,254.07
39000000.0,13632850.82,2890436.8,Micro,136801919.1,55523287.62,246.39
28000000.0,18404923.35,2688172.68,Nano,102388621.7,49093096.03,208.56
87000000.0,26928711.69,550205.66,Macro,306988465.2,114478917.35,268.16
61000000.0,23909849.9,5372983.11,Macro,218092673.0,90282833.01,241.57
40000000.0,8588407.26,3068645.82,Micro,140161546.9,51657053.07,271.33
79000000.0,27506695.13,7241425.46,Macro,285480048.5,113748120.59,250.98
11000000.0,216101.17,753242.7,Mega,41396515.24,11969343.87,345.85
80000000.0,27512362.49,1032765.64,Nano,283416972.0,108545128.13,261.11
11000000.0,491153.4,1505058.92,Micro,34933002.25,12996212.32,268.79
94000000.0,34158610.88,5820743.61,Micro,330640837.0,133979354.49,246.78
84000000.0,25047828.63,3111012.7,Micro,295496376.6,112158841.33,263.46
21000000.0,7046414.0,56054.84,Macro,72075416.71,28102468.85,256.47
16000000.0,10327545.46,1406563.98,Micro,57409853.69,27734109.44,207.0
71000000.0,20849413.38,2469887.53,Mega,253462259.2,94319300.91,268.73
27000000.0,975331.23,409356.65,Nano,88804021.33,28384687.89,312.86
59000000.0,28887857.55,5388404.39,Micro,207330279.6,93276261.94,222.28
22000000.0,13153371.1,3584616.88,Nano,79697774.25,38737987.98,205.74
65000000.0,21078360.64,3607061.61,Mega,232276183.1,89685422.25,258.99
28000000.0,3306779.99,2690659.02,Macro,99484251.79,33997439.02,292.62
49000000.0,14873966.22,1638303.88,Macro,174200192.0,65512270.1,265.9
61000000.0,20004467.91,6081970.67,Mega,220106827.2,87086438.58,252.75
72000000.0,24681218.77,6002450.36,Nano,256037202.4,102683669.13,249.35
27000000.0,8158783.62,1846245.52,Macro,100277107.5,37005029.13,270.98
50000000.0,12394922.22,742938.14,Mega,176928107.7,63137860.36,280.23
79000000.0,33690960.07,7889353.9,Micro,279691828.6,120580313.97,231.95
57000000.0,17731265.76,1135948.67,Micro,200108052.6,75867214.43,263.76
49000000.0,16398769.78,1569718.71,Macro,171330632.2,66968488.49,255.84
20000000.0,9578543.18,2141996.65,Mega,72311563.29,31720539.83,227.96
59000000.0,8856135.09,3232468.21,Nano,214291665.0,71088603.3,301.44
51000000.0,16745092.93,1373291.63,Micro,184895008.8,69118384.56,267.5
65000000.0,29069079.52,3380965.05,Mega,234378086.9,97450044.57,240.51
54000000.0,9421718.19,760326.34,Macro,190049083.5,64182044.53,296.11
30000000.0,11265677.13,144117.01,Mega,102471208.9,41409794.14,247.46
47000000.0,9266865.63,4040010.03,Mega,164638095.2,60306875.67,273.0
73000000.0,22370305.89,171148.05,Nano,257672780.6,95541453.94,269.7
94000000.0,29895010.6,6500131.86,Macro,333700736.5,130395142.46,255.92
10000000.0,6492418.98,1307754.02,Micro,34046358.5,17800173.0,191.27
19000000.0,2477590.76,5557077.52,Nano,68631761.82,27034668.27,253.87
79000000.0,19576070.17,4326340.78,Macro,279414440.8,102902410.95,271.53
94000000.0,40381399.6,5407997.75,Macro,331444607.6,139789397.34,237.1
65000000.0,23881505.99,2832255.37,Nano,228577409.0,91713761.36,249.23
80000000.0,33317787.58,5062056.85,Micro,284024823.9,118379844.43,239.93
24000000.0,9255560.34,3540823.97,Micro,85372719.07,36796384.32,232.01
35000000.0,5785759.31,3368526.92,Mega,127221297.5,44154286.23,288.13
27000000.0,8720237.28,1051240.05,Micro,100641571.3,36771477.33,273.69
98000000.0,34156328.65,6982952.68,Micro,347830546.4,139139281.33,249.99
45000000.0,6134131.48,2619106.55,Macro,160398152.6,53753238.03,298.4
29000000.0,15475398.03,4828720.17,Mega,106346830.6,49304118.2,215.7
100000000.0,41153809.1,4316600.16,Macro,353617947.0,145470409.26,243.09
99000000.0,28766705.12,5585103.14,Macro,352317911.9,133351808.26,264.2
16000000.0,17756607.19,4547851.43,Micro,55403693.43,38304458.62,144.64
51000000.0,14849558.16,6545391.97,Micro,181661600.2,72394950.13,250.93
66000000.0,22158559.16,2197680.77,Macro,234328813.1,90356239.93,259.34
41000000.0,12997939.45,3006704.77,Micro,147386756.3,57004644.22,258.55
35000000.0,12146295.22,1992383.01,Mega,122957783.4,49138678.23,250.23
99000000.0,37468223.21,7194404.46,Macro,349496168.7,143662627.67,243.28
15000000.0,10410315.66,1834639.96,Micro,51786097.05,27244955.62,190.08
99000000.0,29852518.76,9316562.0,Nano,353445888.5,138169080.76,255.81
72000000.0,26939972.83,2332437.14,Macro,257180457.5,101272409.97,253.95
15000000.0,2797290.62,4838867.76,Nano,48861150.01,22636158.38,215.85
13000000.0,3220673.9,2446239.99,Nano,45231353.62,18666913.89,242.31
61000000.0,17071166.87,3800921.08,Nano,222596375.3,81872087.95,271.88
31000000.0,9170028.16,1012183.08,Nano,110582500.6,41182211.24,268.52
58000000.0,15241391.7,114189.92,Macro,209148988.4,73355581.62,285.12
16000000.0,7327697.33,3236219.57,Macro,58137983.94,26563916.9,218.86
54000000.0,14058053.49,1497131.73,Macro,195769420.5,69555185.22,281.46
90000000.0,32989084.21,5114303.43,Macro,321266614.0,128103387.64,250.79
12000000.0,683476.11,765877.71,Micro,43579116.54,13449353.83,324.02
59000000.0,24662950.01,4291873.95,Micro,209187669.7,87954823.96,237.84
17000000.0,11166753.92,2370877.59,Macro,63487940.91,30537631.51,207.9
60000000.0,23537302.58,4940351.21,Micro,213910791.8,88477653.79,241.77
17000000.0,5114304.62,260751.5,Mega,61813935.77,22375056.12,276.26
25000000.0,6831105.21,1051652.99,Micro,94288902.28,32882758.21,286.74
32000000.0,4012126.03,427108.8,Nano,112203544.2,36439234.83,307.92
47000000.0,20277550.79,747904.52,Macro,169887528.1,68025455.31,249.74
57000000.0,20461564.46,5264913.63,Micro,197185838.6,82726478.09,238.36
48000000.0,13689676.69,3947498.79,Mega,173098437.9,65637175.48,263.72
21000000.0,14441368.66,342016.76,Micro,74216487.45,35783385.42,207.4
27000000.0,9569824.8,2216601.93,Mega,97360118.62,38786426.73,251.02
90000000.0,36551512.39,9883176.36,Mega,317576616.0,136434688.75,232.77
23000000.0,1119933.45,2024287.5,Micro,84370021.81,26144220.95,322.71
18000000.0,2609402.16,55425.1,Nano,62005266.15,20664827.25,300.05
12000000.0,2433254.46,2478694.94,Micro,42771248.19,16911949.39,252.91
81000000.0,25709161.99,5579523.37,Nano,290586074.8,112288685.36,258.78
60000000.0,20653641.97,3097761.7,Micro,210892463.8,83751403.67,251.81
93000000.0,29306088.08,2303326.93,Micro,327771081.0,124609415.01,263.04
47000000.0,18855972.36,2305723.53,Micro,167636708.1,68161695.89,245.94
10000000.0,8939084.84,1008130.2,Micro,34101894.93,19947215.04,170.96
55000000.0,20187012.6,5001959.1,Mega,197671250.2,80188971.7,246.51
78000000.0,37598085.06,5780036.66,Micro,277092950.1,121378121.72,228.29
80000000.0,26987906.12,3081278.11,Macro,284726277.7,110069184.23,258.68
95000000.0,33320692.61,3488541.52,Macro,340949816.7,131809234.13,258.67
51000000.0,16949747.52,1348300.82,Mega,176006836.3,69298048.34,253.99
70000000.0,24905074.04,2458070.7,Micro,249410696.9,97363144.74,256.17
83000000.0,31838831.2,3848928.56,Micro,292024706.7,118687759.76,246.04
70000000.0,20741535.65,4512385.22,Mega,243500816.1,95253920.87,255.63
92000000.0,36902544.27,7630973.43,Nano,326229641.2,136533517.7,238.94
71000000.0,17147962.37,3407461.35,Macro,255971628.8,91555423.72,279.58
16000000.0,12547868.17,2389338.87,Mega,60383582.14,30937207.04,195.18
89000000.0,26702687.54,3575561.71,Micro,315900320.7,119278249.25,264.84
61000000.0,20197292.11,1344451.93,Micro,214740704.6,82541744.04,260.16
51000000.0,20147430.8,4116821.55,Nano,178593573.2,75264252.35,237.29
57000000.0,20717692.24,2663302.05,Micro,209028949.6,80380994.29,260.05
37000000.0,20045636.77,3793808.9,Mega,132209186.8,60839445.67,217.31
16000000.0,4597246.0,1669253.33,Micro,56075678.64,22266499.33,251.84
17000000.0,6151246.86,1483987.62,Macro,60762293.85,24635234.49,246.65
43000000.0,13995012.31,845058.59,Nano,152424112.8,57840070.91,263.53
36000000.0,7083959.57,1081620.71,Nano,124133206.1,44165580.28,281.06
89000000.0,23720640.54,690473.12,Mega,321323018.5,113411113.66,283.33
33000000.0,16106644.87,423792.12,Mega,116489730.9,49530436.99,235.19
98000000.0,34412264.62,1939969.76,Macro,352380325.2,134352234.38,262.28
16000000.0,8303409.47,2058523.81,Micro,52878847.82,26361933.28,200.59
60000000.0,19171428.98,4820069.3,Macro,211203686.0,83991498.28,251.46
40000000.0,12168972.63,1785034.94,Micro,140913996.1,53954007.57,261.17
62000000.0,16087789.14,5060162.94,Macro,215729759.5,83147952.08,259.45
26000000.0,10813846.81,2310877.75,Micro,95280650.47,39124724.55,243.53
68000000.0,21288761.31,3213254.21,Nano,239413659.4,92502015.52,258.82
85000000.0,24748366.55,2607544.27,Micro,306420671.7,112355910.82,272.72
59000000.0,16646735.59,6234787.46,Mega,210121506.0,81881523.05,256.62
62000000.0,24931533.98,5478962.15,Nano,216936527.1,92410496.14,234.75
60000000.0,21119991.46,5703028.23,Macro,209326829.8,86823019.69,241.1
77000000.0,28853805.75,6217753.84,Micro,279765548.3,112071559.59,249.63
79000000.0,30018194.2,4184199.31,Micro,283594390.2,113202393.51,250.52
58000000.0,20504075.99,3431358.07,Mega,208959211.4,81935434.06,255.03
100000000.0,34369132.84,5773972.64,Mega,358897562.6,140143105.48,256.09
80000000.0,23954632.2,3203461.36,Micro,283781290.0,107158093.56,264.82
15000000.0,9047571.21,1340007.94,Micro,57405315.5,25387579.15,226.12
73000000.0,20746506.79,1918559.13,Macro,262866192.3,95665065.92,274.78
84000000.0,34984569.52,11260429.83,Macro,301493120.2,130244999.35,231.48
41000000.0,9556845.46,1356011.74,Micro,139905347.6,51912857.2,269.5
96000000.0,29649119.0,5091719.67,Macro,343114423.4,130740838.67,262.44
97000000.0,28724545.28,6334772.0,Mega,348109647.5,132059317.28,263.6
59000000.0,20682930.62,1912705.68,Nano,209284803.4,81595636.3,256.49
60000000.0,14316116.75,3134427.99,Macro,215455775.1,77450544.74,278.18
49000000.0,17821590.27,2732126.31,Mega,175897983.1,69553716.59,252.9
23000000.0,10212424.4,104238.93,Micro,83197178.96,33316663.33,249.72
76000000.0,24458541.48,4009270.92,Nano,266413766.0,104467812.4,255.02
38000000.0,8062971.38,2409346.23,Macro,132314281.5,48472317.61,272.97
24000000.0,2353887.52,1093828.27,Nano,81699577.79,27447715.79,297.66
83000000.0,20315680.63,1682342.28,Macro,298706397.0,104998022.91,284.49
53000000.0,16563326.72,3969570.17,Micro,189932494.6,73532896.89,258.3
33000000.0,8183954.07,147169.5,Nano,114203929.3,41331123.57,276.31
33000000.0,19337475.89,742523.27,Nano,114036895.2,53079999.16,214.84
93000000.0,31247812.96,7638068.43,Macro,331006228.0,131885881.39,250.98
61000000.0,22697164.59,6146138.46,Micro,216036476.5,89843303.05,240.46
67000000.0,21501163.76,2810213.15,Mega,236182110.8,91311376.91,258.66
49000000.0,8283163.56,1257285.09,Mega,177443689.5,58540448.65,303.11
90000000.0,20404286.24,2217787.72,Nano,322220995.1,112622073.96,286.11
69000000.0,17027507.19,3249834.16,Nano,244853252.2,89277341.35,274.26
22000000.0,7789761.19,288511.7,Mega,79850536.34,30078272.9,265.48
55000000.0,20694861.54,3953574.08,Nano,192682492.0,79648435.62,241.92
68000000.0,16674828.71,1329460.18,Macro,242989887.6,86004288.89,282.53
77000000.0,27159248.67,6883559.61,Nano,275957911.3,111042808.28,248.51
70000000.0,25923973.64,4101003.39,Macro,249048573.1,100024977.03,248.99
28000000.0,17017369.77,3049292.56,Micro,98527682.62,48066662.33,204.98
32000000.0,11955664.54,3206331.91,Nano,115616932.6,47161996.45,245.15
83000000.0,36004287.5,6299889.47,Nano,295281181.2,125304176.97,235.65
39000000.0,16430392.65,629930.47,Micro,140282013.2,56060323.12,250.23
94000000.0,37633397.84,3593898.69,Mega,337850068.6,135227296.53,249.84
39000000.0,14857515.37,4283919.46,Mega,142924885.9,58141434.83,245.82
48000000.0,17881459.52,76059.76,Macro,169227803.2,65957519.28,256.57
83000000.0,29048906.83,1976047.34,Nano,287244693.1,114024954.17,251.91
98000000.0,34763073.68,3207630.04,Micro,347244930.2,135970703.72,255.38
73000000.0,26575641.78,2874401.99,Nano,260183920.5,102450043.77,253.96
47000000.0,13396217.39,4181491.72,Mega,164760791.8,64577709.11,255.14
59000000.0,17213773.71,3625658.42,Micro,213977658.3,79839432.13,268.01
43000000.0,13781074.12,1250244.98,Mega,150938614.0,58031319.11,260.1
66000000.0,23443604.29,3951207.43,Mega,237762910.7,93394811.72,254.58
10000000.0,6171299.41,2248700.74,Mega,37099213.72,18420000.16,201.41
54000000.0,13817088.59,2491412.14,Mega,193090121.7,70308500.73,274.63
24000000.0,13022179.0,776760.66,Macro,84819244.8,37798939.66,224.4
52000000.0,20829105.12,3906481.63,Nano,182748732.5,76735586.75,238.15
77000000.0,27599730.89,5084562.86,Mega,277719455.4,109684293.75,253.2
61000000.0,20217225.51,6875922.11,Nano,216681153.6,88093147.62,245.97
88000000.0,38864351.29,2621418.95,Nano,311114694.6,129485770.24,240.27
92000000.0,30299459.76,5942147.05,Nano,328349175.1,128241606.81,256.04
36000000.0,16530251.45,2138833.99,Mega,125610158.6,54669085.44,229.76
84000000.0,26012815.69,3027266.61,Macro,303196424.7,113040082.3,268.22
94000000.0,31266986.48,5332790.41,Mega,339190205.0,130599776.89,259.72
91000000.0,36100435.4,4332061.72,Micro,319905644.8,131432497.12,243.4
21000000.0,11110302.7,1609824.31,Nano,84624062.62,33720127.01,250.96
70000000.0,18755376.71,4499500.16,Micro,256242875.3,93254876.87,274.78
84000000.0,30189978.46,3433257.27,Nano,302092904.8,117623235.73,256.83
24000000.0,10793564.41,2557924.3,Mega,79268636.82,37351488.71,212.22
83000000.0,32790106.16,10243734.6,Mega,296812237.9,126033840.76,235.5
13000000.0,7444383.36,5103530.39,Nano,44050968.13,25547913.74,172.42
21000000.0,7578230.06,1031606.87,Nano,76599217.6,29609836.93,258.7
100000000.0,31739051.51,6530423.34,Macro,353251334.0,138269474.85,255.48
76000000.0,23595697.76,4519114.65,Micro,267740283.6,104114812.41,257.16
67000000.0,32882729.02,3497704.31,Nano,241394582.9,103380433.33,233.5
73000000.0,24188005.86,5899739.19,Nano,264221832.7,103087745.05,256.31
25000000.0,12018413.98,4143639.28,Macro,86434560.78,41162053.27,209.99
23000000.0,17777309.35,3588287.27,Nano,79418894.91,44365596.62,179.01
11000000.0,8572132.36,3802582.99,Macro,40677450.75,23374715.35,174.02
36000000.0,20380977.87,3928353.63,Nano,123425973.1,60309331.5,204.65
97000000.0,38172728.09,5546782.04,Micro,347765939.1,140719510.13,247.13
55000000.0,14157245.14,3449239.58,Micro,201996101.6,72606484.72,278.21
11000000.0,2608126.52,2573891.36,Micro,42183145.66,16182017.87,260.68
46000000.0,24517572.73,1461142.2,Macro,162782399.6,71978714.93,226.15
32000000.0,3117856.35,1381985.22,Macro,113459365.6,36499841.57,310.85
74000000.0,25116538.66,5846600.19,Mega,261974795.9,104963138.85,249.59
14000000.0,12395637.37,1908127.57,Nano,58531565.01,28303764.94,206.8
64000000.0,22466169.39,7150085.37,Nano,233015468.6,93616254.76,248.9
66000000.0,22330699.31,4741691.26,Macro,236081497.2,93072390.57,253.65
19000000.0,3562325.12,1729921.48,Nano,62194232.17,24292246.6,256.03
50000000.0,22486563.03,4686640.07,Macro,170814517.1,77173203.1,221.34
47000000.0,20820157.75,3598794.64,Mega,165785648.3,71418952.39,232.13
46000000.0,19467020.48,1145521.31,Micro,162152171.1,66612541.79,243.43
50000000.0,16681284.51,1258518.05,Nano,174803976.8,67939802.56,257.29
89000000.0,31556848.61,6639293.12,Micro,316176936.2,127196141.73,248.57
97000000.0,34467955.13,4088163.91,Nano,347589132.7,135556119.04,256.42
53000000.0,5856616.8,2762125.35,Nano,190619282.0,61618742.15,309.35
45000000.0,15442154.32,1161453.3,Macro,160990805.5,61603607.62,261.33
28000000.0,9812923.5,369971.78,Mega,101438657.5,38182895.28,265.67
53000000.0,24636741.78,3396340.62,Macro,186807814.7,81033082.4,230.53
78000000.0,30782633.87,4327262.06,Nano,273611312.2,113109895.93,241.9
93000000.0,23771636.48,3688207.0,Nano,334871743.1,120459843.48,277.99
